行列号:指标名称||地区代码||年份||月份||单位||单月or累计
F112:中式成药出口额同比增长[S]||xj35||default||default||%||D
F113:医用敷料出口额同比增长[S]||xj35||default||default||%||D
F114:美容化妆品及护肤品出口额同比增长[S]||xj35||default||default||%||D
F115:口腔及牙齿清洁剂出口额同比增长[S]||xj35||default||default||%||D
F116:洗衣粉出口额同比增长[S]||xj35||default||default||%||D
F117:烟花、爆竹出口额同比增长[S]||xj35||default||default||%||D
F118:松香及树脂酸出口额同比增长[S]||xj35||default||default||%||D
F119:杀虫剂、除草剂及类似品出口额同比增长[S]||xj35||default||default||%||D
F120:初级形状的聚氯乙烯出口额同比增长[S]||xj35||default||default||%||D
F121:新的充气橡胶轮胎出口额同比增长[S]||xj35||default||default||%||D
F122:家用或装饰用木制品出口额同比增长[S]||xj35||default||default||%||D
F123:纸及纸板(未切成形的)出口额同比增长[S]||xj35||default||default||%||D
F124:新闻纸出口额同比增长[S]||xj35||default||default||%||D
F125:牛皮纸出口额同比增长[S]||xj35||default||default||%||D
F126:棉纱线出口额同比增长[S]||xj35||default||default||%||D
F127:亚麻及苎麻机织物出口额同比增长[S]||xj35||default||default||%||D
F128:合成短纤与棉混纺机织物出口额同比增长[S]||xj35||default||default||%||D
F129:地毯出口额同比增长[S]||xj35||default||default||%||D
F130:塑料编织袋(周转袋除外)出口额同比增长[S]||xj35||default||default||%||D
F131:水泥及水泥熟料出口额同比增长[S]||xj35||default||default||%||D
F132:花岗岩石材及制品出口额同比增长[S]||xj35||default||default||%||D
F133:平板玻璃出口额同比增长[S]||xj35||default||default||%||D
F134:玻璃制品出口额同比增长[S]||xj35||default||default||%||D
F135:玻璃器皿出口额同比增长[S]||xj35||default||default||%||D
F136:陶瓷产品出口额同比增长[S]||xj35||default||default||%||D
F137:家用陶瓷出口额同比增长[S]||xj35||default||default||%||D
F138:建筑用陶瓷出口额同比增长[S]||xj35||default||default||%||D
F139:装饰用陶瓷出口额同比增长[S]||xj35||default||default||%||D
F140:生铁及镜铁出口额同比增长[S]||xj35||default||default||%||D
F141:铁合金出口额同比增长[S]||xj35||default||default||%||D
F142:钢坯及粗锻件出口额同比增长[S]||xj35||default||default||%||D
F143:钢材出口额同比增长[S]||xj35||default||default||%||D
F144:钢铁棒材出口额同比增长[S]||xj35||default||default||%||D
F145:角钢及型钢出口额同比增长[S]||xj35||default||default||%||D
F146:钢铁板材出口额同比增长[S]||xj35||default||default||%||D
F147:钢铁线材出口额同比增长[S]||xj35||default||default||%||D
F148:钢铁管配件出口额同比增长[S]||xj35||default||default||%||D
F149:废钢出口额同比增长[S]||xj35||default||default||%||D
F150:未锻轧铜及铜材出口额同比增长[S]||xj35||default||default||%||D
F151:未锻轧铜(包括铜合金)出口额同比增长[S]||xj35||default||default||%||D
F152:铜材出口额同比增长[S]||xj35||default||default||%||D
F153:未锻轧铝及铝材出口额同比增长[S]||xj35||default||default||%||D
F154:未锻轧铝(包括铝合金)出口额同比增长[S]||xj35||default||default||%||D
F155:铝材出口额同比增长[S]||xj35||default||default||%||D
F156:未锻轧锌及锌合金出口额同比增长[S]||xj35||default||default||%||D
F157:未锻轧锡及锡合金出口额同比增长[S]||xj35||default||default||%||D
F158:未锻轧锑、粉末及废碎料出口额同比增长[S]||xj35||default||default||%||D
F159:镁及其制品(包括废碎料)出口额同比增长[S]||xj35||default||default||%||D
F160:未锻轧锰出口额同比增长[S]||xj35||default||default||%||D
F161:钢铁或铜制标准紧固件出口额同比增长[S]||xj35||default||default||%||D
F162:不锈钢厨具、餐具等家用器具出口额同比增长[S]||xj35||default||default||%||D
F163:餐桌、厨房及其它家用搪瓷器出口额同比增长[S]||xj35||default||default||%||D
F164:手用或机用工具出口额同比增长[S]||xj35||default||default||%||D
F165:电扇出口额同比增长[S]||xj35||default||default||%||D
F166:空气调节器出口额同比增长[S]||xj35||default||default||%||D
F167:冰箱出口额同比增长[S]||xj35||default||default||%||D
F168:洗衣机出口额同比增长[S]||xj35||default||default||%||D
F169:微波炉出口额同比增长[S]||xj35||default||default||%||D
F170:家用型缝纫机出口额同比增长[S]||xj35||default||default||%||D
F171:工业用缝纫机出口额同比增长[S]||xj35||default||default||%||D
F172:金属加工机床出口额同比增长[S]||xj35||default||default||%||D
F173:车床出口额同比增长[S]||xj35||default||default||%||D
F174:铣床出口额同比增长[S]||xj35||default||default||%||D
F175:电子计算器(包括具有计算功能的袖珍数据记录重现机)出口额同比增长[S]||xj35||default||default||%||D
F176:自动数据处理设备及其部件出口额同比增长[S]||xj35||default||default||%||D
F177:自动数据处理设备出口额同比增长[S]||xj35||default||default||%||D
F178:微型电脑出口额同比增长[S]||xj35||default||default||%||D
F179:中央处理部件出口额同比增长[S]||xj35||default||default||%||D
F180:显示器出口额同比增长[S]||xj35||default||default||%||D
F181:液晶显示器出口额同比增长[S]||xj35||default||default||%||D
F182:存储部件出口额同比增长[S]||xj35||default||default||%||D
F183:键盘、鼠标器出口额同比增长[S]||xj35||default||default||%||D
F184:打印机(包括多功能一体机)出口额同比增长[S]||xj35||default||default||%||D
F185:液晶显示板出口额同比增长[S]||xj35||default||default||%||D
F186:轴承出口额同比增长[S]||xj35||default||default||%||D
F187:电动机及发电机出口额同比增长[S]||xj35||default||default||%||D
F188:风力发电机组出口额同比增长[S]||xj35||default||default||%||D
F189:变压器出口额同比增长[S]||xj35||default||default||%||D
F190:静止式变流器出口额同比增长[S]||xj35||default||default||%||D
F191:原电池出口额同比增长[S]||xj35||default||default||%||D
F192:蓄电池出口额同比增长[S]||xj35||default||default||%||D
F193:铅酸蓄电池出口额同比增长[S]||xj35||default||default||%||D
F194:太阳能电池出口额同比增长[S]||xj35||default||default||%||D
F195:电话机出口额同比增长[S]||xj35||default||default||%||D
F196:手持或车载无线电话机出口额同比增长[S]||xj35||default||default||%||D
F197:扬声器出口额同比增长[S]||xj35||default||default||%||D
F198:激光唱机出口额同比增长[S]||xj35||default||default||%||D
F199:录、放像机出口额同比增长[S]||xj35||default||default||%||D
F200:DVD播放机出口额同比增长[S]||xj35||default||default||%||D
F201:声音录制或重放设备出口额同比增长[S]||xj35||default||default||%||D
F202:收音设备(包括收录音组合机及整套散件)出口额同比增长[S]||xj35||default||default||%||D
F203:彩色电视机出口额同比增长[S]||xj35||default||default||%||D
F204:电容器出口额同比增长[S]||xj35||default||default||%||D
F205:印刷电路出口额同比增长[S]||xj35||default||default||%||D
F206:通断保护电路装置及零件出口额同比增长[S]||xj35||default||default||%||D
F207:二极管及类似半导体器件出口额同比增长[S]||xj35||default||default||%||D
F208:集成电路出口额同比增长[S]||xj35||default||default||%||D
F209:处理器及控制器出口额同比增长[S]||xj35||default||default||%||D
F210:存储器出口额同比增长[S]||xj35||default||default||%||D
F211:放大器出口额同比增长[S]||xj35||default||default||%||D
F212:电线和电缆出口额同比增长[S]||xj35||default||default||%||D
F213:集装箱出口额同比增长[S]||xj35||default||default||%||D
F214:汽车及汽车底盘出口额同比增长[S]||xj35||default||default||%||D
F215:汽车出口额同比增长[S]||xj35||default||default||%||D
F216:小轿车出口额同比增长[S]||xj35||default||default||%||D
F217:四轮驱动轻型越野车出口额同比增长[S]||xj35||default||default||%||D
F218:小客车(九座及以下的)出口额同比增长[S]||xj35||default||default||%||D
F219:货车出口额同比增长[S]||xj35||default||default||%||D
F220:装有引擎的汽车底盘出口额同比增长[S]||xj35||default||default||%||D
F221:摩托车出口额同比增长[S]||xj35||default||default||%||D
F222:自行车出口额同比增长[S]||xj35||default||default||%||D
F223:船舶出口额同比增长[S]||xj35||default||default||%||D
F224:液货船(包括成品油船、原油船和液化石油及天然气船)出口额同比增长[S]||xj35||default||default||%||D
F225:冷藏船出口额同比增长[S]||xj35||default||default||%||D
F226:集装箱船出口额同比增长[S]||xj35||default||default||%||D
F227:滚装船出口额同比增长[S]||xj35||default||default||%||D
F228:散货船出口额同比增长[S]||xj35||default||default||%||D
F229:照相机出口额同比增长[S]||xj35||default||default||%||D
F230:数字式相机出口额同比增长[S]||xj35||default||default||%||D
F231:手表出口额同比增长[S]||xj35||default||default||%||D
F232:机械手表出口额同比增长[S]||xj35||default||default||%||D
F233:电动手表出口额同比增长[S]||xj35||default||default||%||D
F234:日用钟出口额同比增长[S]||xj35||default||default||%||D
F235:皮革服装出口额同比增长[S]||xj35||default||default||%||D
F236:裘皮服装(按重量计)出口额同比增长[S]||xj35||default||default||%||D
F237:裘皮服装(按数量计)出口额同比增长[S]||xj35||default||default||%||D
F238:皮革手套出口额同比增长[S]||xj35||default||default||%||D
F239:织物制手套出口额同比增长[S]||xj35||default||default||%||D
F240:织物制袜子出口额同比增长[S]||xj35||default||default||%||D
F241:帽类出口额同比增长[S]||xj35||default||default||%||D
F242:鞋类出口额同比增长[S]||xj35||default||default||%||D
F243:鞋出口额同比增长[S]||xj35||default||default||%||D
F244:外底及鞋面均以橡胶或塑料制的鞋出口额同比增长[S]||xj35||default||default||%||D
F245:皮面鞋出口额同比增长[S]||xj35||default||default||%||D
F246:橡胶或塑料底纺织材料为面的鞋出口额同比增长[S]||xj35||default||default||%||D
F247:鞋靴零件;护腿及类似品出口额同比增长[S]||xj35||default||default||%||D
F248:游戏机及零件出口额同比增长[S]||xj35||default||default||%||D
F249:圣诞用品出口额同比增长[S]||xj35||default||default||%||D
F250:足球、篮球、排球出口额同比增长[S]||xj35||default||default||%||D
F251:打火机出口额同比增长[S]||xj35||default||default||%||D
F252:贵金属或包贵金属的首饰出口额同比增长[S]||xj35||default||default||%||D
F253:伞出口额同比增长[S]||xj35||default||default||%||D
F254:竹编结品出口额同比增长[S]||xj35||default||default||%||D
F255:藤编结品出口额同比增长[S]||xj35||default||default||%||D
F256:草编结品出口额同比增长[S]||xj35||default||default||%||D
F257:柳编结品出口额同比增长[S]||xj35||default||default||%||D
F258:金属制品出口额同比增长[S]||xj35||default||default||%||D
F259:材料技术出口额同比增长[S]||xj35||default||default||%||D
F260:电视机出口额同比增长[S]||xj35||default||default||%||D
F261:黑白电视机出口额同比增长[S]||xj35||default||default||%||D
F262:阴极射线管显示器出口额同比增长[S]||xj35||default||default||%||D
F263:便携式电脑出口额同比增长[S]||xj35||default||default||%||D
