行列号:指标名称||地区代码||年份||月份||单位||单月or累计
D124:外商独资企业商品进口总额[S]||xj25||default||default||千美元||L
D125:外商投资企业商品进口总额[S]||xj27||default||default||千美元||L
D126:中外合作企业商品进口总额[S]||xj27||default||default||千美元||L
D127:中外合资企业商品进口总额[S]||xj27||default||default||千美元||L
D128:外商独资企业商品进口总额[S]||xj27||default||default||千美元||L
D129:外商投资企业商品进口总额[S]||xj28||default||default||千美元||L
D130:中外合作企业商品进口总额[S]||xj28||default||default||千美元||L
D131:中外合资企业商品进口总额[S]||xj28||default||default||千美元||L
D132:外商独资企业商品进口总额[S]||xj28||default||default||千美元||L
D133:外商投资企业商品进口总额[S]||xj29||default||default||千美元||L
D134:中外合作企业商品进口总额[S]||xj29||default||default||千美元||L
D135:中外合资企业商品进口总额[S]||xj29||default||default||千美元||L
D136:外商独资企业商品进口总额[S]||xj29||default||default||千美元||L
D137:外商投资企业商品进口总额[S]||xj30||default||default||千美元||L
D138:中外合作企业商品进口总额[S]||xj30||default||default||千美元||L
D139:中外合资企业商品进口总额[S]||xj30||default||default||千美元||L
D140:外商独资企业商品进口总额[S]||xj30||default||default||千美元||L
D141:外商投资企业商品进口总额[S]||xj31||default||default||千美元||L
D142:中外合作企业商品进口总额[S]||xj31||default||default||千美元||L
D143:中外合资企业商品进口总额[S]||xj31||default||default||千美元||L
D144:外商独资企业商品进口总额[S]||xj31||default||default||千美元||L
E5:外商投资企业商品进口总额同比增长[S]||xj35||default||default||%||L
E6:中外合作企业商品进口总额同比增长[S]||xj35||default||default||%||L
E7:中外合资企业商品进口总额同比增长[S]||xj35||default||default||%||L
E8:外商独资企业商品进口总额同比增长[S]||xj35||default||default||%||L
E9:外商投资企业商品进口总额同比增长[S]||xj01||default||default||%||L
E10:中外合作企业商品进口总额同比增长[S]||xj01||default||default||%||L
E11:中外合资企业商品进口总额同比增长[S]||xj01||default||default||%||L
E12:外商独资企业商品进口总额同比增长[S]||xj01||default||default||%||L
E13:外商投资企业商品进口总额同比增长[S]||xj02||default||default||%||L
E14:中外合作企业商品进口总额同比增长[S]||xj02||default||default||%||L
E15:中外合资企业商品进口总额同比增长[S]||xj02||default||default||%||L
E16:外商独资企业商品进口总额同比增长[S]||xj02||default||default||%||L
E17:外商投资企业商品进口总额同比增长[S]||xj03||default||default||%||L
E18:中外合作企业商品进口总额同比增长[S]||xj03||default||default||%||L
E19:中外合资企业商品进口总额同比增长[S]||xj03||default||default||%||L
E20:外商独资企业商品进口总额同比增长[S]||xj03||default||default||%||L
E21:外商投资企业商品进口总额同比增长[S]||xj04||default||default||%||L
E22:中外合作企业商品进口总额同比增长[S]||xj04||default||default||%||L
E23:中外合资企业商品进口总额同比增长[S]||xj04||default||default||%||L
E24:外商独资企业商品进口总额同比增长[S]||xj04||default||default||%||L
E25:外商投资企业商品进口总额同比增长[S]||xj05||default||default||%||L
E26:中外合作企业商品进口总额同比增长[S]||xj05||default||default||%||L
E27:中外合资企业商品进口总额同比增长[S]||xj05||default||default||%||L
E28:外商独资企业商品进口总额同比增长[S]||xj05||default||default||%||L
E29:外商投资企业商品进口总额同比增长[S]||xj06||default||default||%||L
E30:中外合作企业商品进口总额同比增长[S]||xj06||default||default||%||L
E31:中外合资企业商品进口总额同比增长[S]||xj06||default||default||%||L
E32:外商独资企业商品进口总额同比增长[S]||xj06||default||default||%||L
E33:外商投资企业商品进口总额同比增长[S]||xj07||default||default||%||L
E34:中外合作企业商品进口总额同比增长[S]||xj07||default||default||%||L
E35:中外合资企业商品进口总额同比增长[S]||xj07||default||default||%||L
E36:外商独资企业商品进口总额同比增长[S]||xj07||default||default||%||L
E37:外商投资企业商品进口总额同比增长[S]||xj08||default||default||%||L
E38:中外合作企业商品进口总额同比增长[S]||xj08||default||default||%||L
E39:中外合资企业商品进口总额同比增长[S]||xj08||default||default||%||L
E40:外商独资企业商品进口总额同比增长[S]||xj08||default||default||%||L
E41:外商投资企业商品进口总额同比增长[S]||xj09||default||default||%||L
E42:中外合作企业商品进口总额同比增长[S]||xj09||default||default||%||L
E43:中外合资企业商品进口总额同比增长[S]||xj09||default||default||%||L
E44:外商独资企业商品进口总额同比增长[S]||xj09||default||default||%||L
E45:外商投资企业商品进口总额同比增长[S]||xj10||default||default||%||L
E46:中外合作企业商品进口总额同比增长[S]||xj10||default||default||%||L
E47:中外合资企业商品进口总额同比增长[S]||xj10||default||default||%||L
E48:外商独资企业商品进口总额同比增长[S]||xj10||default||default||%||L
E49:外商投资企业商品进口总额同比增长[S]||xj11||default||default||%||L
E50:中外合作企业商品进口总额同比增长[S]||xj11||default||default||%||L
E51:中外合资企业商品进口总额同比增长[S]||xj11||default||default||%||L
E52:外商独资企业商品进口总额同比增长[S]||xj11||default||default||%||L
E53:外商投资企业商品进口总额同比增长[S]||xj12||default||default||%||L
E54:中外合作企业商品进口总额同比增长[S]||xj12||default||default||%||L
E55:中外合资企业商品进口总额同比增长[S]||xj12||default||default||%||L
E56:外商独资企业商品进口总额同比增长[S]||xj12||default||default||%||L
E57:外商投资企业商品进口总额同比增长[S]||xj13||default||default||%||L
E58:中外合作企业商品进口总额同比增长[S]||xj13||default||default||%||L
E59:中外合资企业商品进口总额同比增长[S]||xj13||default||default||%||L
E60:外商独资企业商品进口总额同比增长[S]||xj13||default||default||%||L
E61:厦门经济特区外商投资企业商品进口总额同比增长[S]||xj1302||default||default||%||L
E62:厦门经济特区中外合作企业商品进口总额同比增长[S]||xj1302||default||default||%||L
E63:厦门经济特区中外合资企业商品进口总额同比增长[S]||xj1302||default||default||%||L
E64:厦门经济特区外商独资企业商品进口总额同比增长[S]||xj1302||default||default||%||L
E65:外商投资企业商品进口总额同比增长[S]||xj14||default||default||%||L
E66:中外合作企业商品进口总额同比增长[S]||xj14||default||default||%||L
E67:中外合资企业商品进口总额同比增长[S]||xj14||default||default||%||L
E68:外商独资企业商品进口总额同比增长[S]||xj14||default||default||%||L
E69:外商投资企业商品进口总额同比增长[S]||xj15||default||default||%||L
E70:中外合作企业商品进口总额同比增长[S]||xj15||default||default||%||L
E71:中外合资企业商品进口总额同比增长[S]||xj15||default||default||%||L
E72:外商独资企业商品进口总额同比增长[S]||xj15||default||default||%||L
E73:外商投资企业商品进口总额同比增长[S]||xj16||default||default||%||L
E74:中外合作企业商品进口总额同比增长[S]||xj16||default||default||%||L
E75:中外合资企业商品进口总额同比增长[S]||xj16||default||default||%||L
E76:外商独资企业商品进口总额同比增长[S]||xj16||default||default||%||L
E77:外商投资企业商品进口总额同比增长[S]||xj17||default||default||%||L
E78:中外合作企业商品进口总额同比增长[S]||xj17||default||default||%||L
E79:中外合资企业商品进口总额同比增长[S]||xj17||default||default||%||L
E80:外商独资企业商品进口总额同比增长[S]||xj17||default||default||%||L
E81:外商投资企业商品进口总额同比增长[S]||xj18||default||default||%||L
E82:中外合作企业商品进口总额同比增长[S]||xj18||default||default||%||L
E83:中外合资企业商品进口总额同比增长[S]||xj18||default||default||%||L
E84:外商独资企业商品进口总额同比增长[S]||xj18||default||default||%||L
E85:外商投资企业商品进口总额同比增长[S]||xj19||default||default||%||L
E86:中外合作企业商品进口总额同比增长[S]||xj19||default||default||%||L
E87:中外合资企业商品进口总额同比增长[S]||xj19||default||default||%||L
E88:外商独资企业商品进口总额同比增长[S]||xj19||default||default||%||L
E89:深圳经济特区外商投资企业商品进口总额同比增长[S]||xj1903||default||default||%||L
E90:深圳经济特区中外合作企业商品进口总额同比增长[S]||xj1903||default||default||%||L
E91:深圳经济特区中外合资企业商品进口总额同比增长[S]||xj1903||default||default||%||L
E92:深圳经济特区外商独资企业商品进口总额同比增长[S]||xj1903||default||default||%||L
E93:珠海经济特区外商投资企业商品进口总额同比增长[S]||xj1904||default||default||%||L
E94:珠海经济特区中外合作企业商品进口总额同比增长[S]||xj1904||default||default||%||L
E95:珠海经济特区中外合资企业商品进口总额同比增长[S]||xj1904||default||default||%||L
E96:珠海经济特区外商独资企业商品进口总额同比增长[S]||xj1904||default||default||%||L
E97:汕头经济特区外商投资企业商品进口总额同比增长[S]||xj1905||default||default||%||L
E98:汕头经济特区中外合作企业商品进口总额同比增长[S]||xj1905||default||default||%||L
E99:汕头经济特区中外合资企业商品进口总额同比增长[S]||xj1905||default||default||%||L
E100:汕头经济特区外商独资企业商品进口总额同比增长[S]||xj1905||default||default||%||L
E101:外商投资企业商品进口总额同比增长[S]||xj20||default||default||%||L
E102:中外合作企业商品进口总额同比增长[S]||xj20||default||default||%||L
E103:中外合资企业商品进口总额同比增长[S]||xj20||default||default||%||L
E104:外商独资企业商品进口总额同比增长[S]||xj20||default||default||%||L
E105:海南省经济特区外商投资企业商品进口总额同比增长[S]||xj21||default||default||%||L
E106:海南省经济特区中外合作企业商品进口总额同比增长[S]||xj21||default||default||%||L
E107:海南省经济特区中外合资企业商品进口总额同比增长[S]||xj21||default||default||%||L
E108:海南省经济特区外商独资企业商品进口总额同比增长[S]||xj21||default||default||%||L
E109:外商投资企业商品进口总额同比增长[S]||xj22||default||default||%||L
E110:中外合作企业商品进口总额同比增长[S]||xj22||default||default||%||L
E111:中外合资企业商品进口总额同比增长[S]||xj22||default||default||%||L
E112:外商独资企业商品进口总额同比增长[S]||xj22||default||default||%||L
E113:外商投资企业商品进口总额同比增长[S]||xj23||default||default||%||L
E114:中外合作企业商品进口总额同比增长[S]||xj23||default||default||%||L
E115:中外合资企业商品进口总额同比增长[S]||xj23||default||default||%||L
E116:外商独资企业商品进口总额同比增长[S]||xj23||default||default||%||L
E117:外商投资企业商品进口总额同比增长[S]||xj24||default||default||%||L
E118:中外合作企业商品进口总额同比增长[S]||xj24||default||default||%||L
E119:中外合资企业商品进口总额同比增长[S]||xj24||default||default||%||L
E120:外商独资企业商品进口总额同比增长[S]||xj24||default||default||%||L
E121:外商投资企业商品进口总额同比增长[S]||xj25||default||default||%||L
E122:中外合作企业商品进口总额同比增长[S]||xj25||default||default||%||L
E123:中外合资企业商品进口总额同比增长[S]||xj25||default||default||%||L
E124:外商独资企业商品进口总额同比增长[S]||xj25||default||default||%||L
E125:外商投资企业商品进口总额同比增长[S]||xj27||default||default||%||L
E126:中外合作企业商品进口总额同比增长[S]||xj27||default||default||%||L
E127:中外合资企业商品进口总额同比增长[S]||xj27||default||default||%||L
E128:外商独资企业商品进口总额同比增长[S]||xj27||default||default||%||L
E129:外商投资企业商品进口总额同比增长[S]||xj28||default||default||%||L
E130:中外合作企业商品进口总额同比增长[S]||xj28||default||default||%||L
E131:中外合资企业商品进口总额同比增长[S]||xj28||default||default||%||L
E132:外商独资企业商品进口总额同比增长[S]||xj28||default||default||%||L
E133:外商投资企业商品进口总额同比增长[S]||xj29||default||default||%||L
E134:中外合作企业商品进口总额同比增长[S]||xj29||default||default||%||L
E135:中外合资企业商品进口总额同比增长[S]||xj29||default||default||%||L
E136:外商独资企业商品进口总额同比增长[S]||xj29||default||default||%||L
E137:外商投资企业商品进口总额同比增长[S]||xj30||default||default||%||L
E138:中外合作企业商品进口总额同比增长[S]||xj30||default||default||%||L
E139:中外合资企业商品进口总额同比增长[S]||xj30||default||default||%||L
E140:外商独资企业商品进口总额同比增长[S]||xj30||default||default||%||L
E141:外商投资企业商品进口总额同比增长[S]||xj31||default||default||%||L
E142:中外合作企业商品进口总额同比增长[S]||xj31||default||default||%||L
E143:中外合资企业商品进口总额同比增长[S]||xj31||default||default||%||L
E144:外商独资企业商品进口总额同比增长[S]||xj31||default||default||%||L
